issue_id,part_id,scope_id,mode_id,report_date,units_in_service,claim_count,median_machine_hours,detection_stage,observed_effect_id,observed_severity,description
8D-2024-0047,TR-LEG-VL-953,FAM-FLOW-CONTROL,FM-FLOW-CONTROL-02,2024-10-13,9100,100,3500,DEALER_SERVICE,EF-15,5,"Actuation seizure after long dormancy in cold climates observed on Air Tank Drain Valve (Program T4, retired 2019). Root cause: Condensate freezing around the spool with no drainage path"
8D-2024-0048,TR-ENG-031,PT-HOSE-COOLANT,FM-HOSE-COOLANT-01,2024-10-15,2000,4,1600,END_OF_LINE_TEST,EF-05,8,Electrochemical degradation (ECD) inner tube micro-channeling observed on Radiator Upper Coolant Feed Hose. Root cause: Stray electrical currents in coolant fluid creating galvanic degradation
8D-2024-0049,TR-FL-005,PT-BRACKET,FM-BRACKET-07,2024-10-16,4500,4,300,END_OF_LINE_TEST,EF-16,6,Sensor wire rip-out during field tilling recurred on Fuel Filter Cast Structural Bracket. Root cause: Heavy corn stalk wrapping around unprotected wheel speed cable loop
8D-2024-0050,TR-LEG-ST-931,PT-BRACKET,FM-BRACKET-08,2024-10-16,5800,29,2550,DEALER_SERVICE,EF-06,8,"Weld seam cracking in the heat affected zone observed on Cab Mount Bracket (Program T5, retired 2020). Root cause: Undercut at the weld toe acting as a crack initiation site under cyclic load"
8D-2024-0051,TR-FL-008,FAM-RIGID-ROUTING,FM-RIGID-ROUTING-01,2024-11-09,1800,1,1100,DEALER_SERVICE,EF-02,7,Flare joint leak from over-torque during field service recurred on Fuel Tank Breather & Vapor Vent Tube. Root cause: No torque specification on service documentation leading to flare cracking
8D-2024-0052,TR-AC-011,PT-HOSE-REFRIG,FM-HOSE-REFRIG-02,2024-11-16,5000,25,3150,VALIDATION_TEST,EF-12,3,A-pillar trim buzzing & structure-borne noise transmission recurred on HVAC Refrigerant Suction Hose Assembly. Root cause: Hose stiffness transmitting compressor pulsation frequencies into cab sheet metal
8D-2024-0053,TR-FL-004,PT-CLAMP,FM-CLAMP-02,2024-11-24,8800,44,1300,VALIDATION_TEST,EF-12,3,Blower noise chitter and duct slippage recurred on Constant-Tension Fuel Return Line Clamp. Root cause: Torque loss of worm-gear screw under cab heating/cooling cycles
8D-2024-0054,TR-AC-020,PT-VALVE-SOLENOID,FM-VALVE-SOLENOID-01,2024-11-30,1900,1,300,END_OF_LINE_TEST,EF-09,9,Solenoid coil short circuit under high humidity washdown observed on Compressor Variable Displacement Solenoid Valve. Root cause: High-pressure power washer intrusion past connector seal
8D-2024-0055,TR-HYD-027,PT-BRACKET,FM-BRACKET-05,2024-12-05,6600,33,2100,VALIDATION_TEST,EF-12,3,Cab floor pan oil drumming & steering wheel vibration observed on Hydrostatic Steering Orbitrol Valve Mounting Plate. Root cause: Dampener stiffness too high transmitting orbitrol pressure ripples
8D-2024-0056,TR-AC-017,PT-CLAMP,FM-CLAMP-02,2024-12-09,1200,2,1400,VALIDATION_TEST,EF-12,3,Blower noise chitter and duct slippage observed on Cab Roof HVAC Blower Duct Hose Clamp. Root cause: Torque loss of worm-gear screw under cab heating/cooling cycles
8D-2024-0057,TR-ELE-047,PT-CABLE-MECH,FM-CABLE-MECH-01,2024-12-25,3800,8,3350,VALIDATION_TEST,EF-04,10,Park brake binding & pad drag in winter observed on Park Brake Actuator Bowden Pull Cable Sleeve. Root cause: Water ingress freezing inside cable liner at sub-zero temperatures
8D-2024-0058,TR-ELE-049,PT-FITTING,FM-FITTING-02,2024-12-27,4500,2,1850,END_OF_LINE_TEST,EF-08,7,Sensor diaphragm fatigue failure & internal oil leak observed on Hydraulic Main Pressure Transducer Fitting. Root cause: High-frequency hydraulic pressure ripple spikes from piston pump
8D-2024-0059,TR-HYD-027,PT-BRACKET,FM-BRACKET-09,2024-12-29,5400,11,2250,END_OF_LINE_TEST,EF-12,3,Fastener preload loss and bracket rattle recurred on Hydrostatic Steering Orbitrol Valve Mounting Plate. Root cause: Paint film creep under the bolt head relaxing joint preload over thermal cycles
8D-2025-0001,TR-ENG-038,PT-HOSE-COOLANT,FM-HOSE-COOLANT-05,2025-01-04,5300,11,3650,VALIDATION_TEST,EF-14,7,Hose hardening & brittle snapping when touched during maintenance observed on EGR Cooler Return Coolant Hose. Root cause: Exhaust heat radiation exceeding 180°C continuous silicone thermal limit
8D-2025-0002,TR-HYD-029,PT-HOSE-HYD,FM-HOSE-HYD-03,2025-01-23,4800,10,850,VALIDATION_TEST,EF-07,7,Outer cover gouging from 3-point hitch sway link pinch recurred on Electro-Hydraulic Steering Pilot Sensor Line. Root cause: Insufficient clearance during extreme hitch lateral sway movement
8D-2025-0003,TR-LEG-VL-951,FAM-FLOW-CONTROL,FM-FLOW-CONTROL-01,2025-01-25,5800,29,1650,DEALER_SERVICE,EF-02,7,"Valve body porosity leak from casting defect observed on Hydraulic Selector Valve (Program T4, retired 2019). Root cause: Gas porosity in the die cast body wall opening under pressure cycling"
8D-2025-0004,TR-HYD-021,PT-HOSE-HYD,FM-HOSE-HYD-01,2025-02-03,4100,8,3300,END_OF_LINE_TEST,EF-03,9,Catastrophic hose wire burst & high-pressure oil spray observed on Steering Cylinder High-Pressure Flex Hose. Root cause: Transient hydraulic shock wave exceeding impulse fatigue limit (500k cycles)
8D-2025-0005,TR-AC-018,PT-VALVE-MECH,FM-VALVE-MECH-04,2025-02-09,3300,3,2750,VALIDATION_TEST,EF-05,8,"Wax element stuck in bypass mode causing oil overheating recurred on High-Pressure Service Port Valve Cap & Core. Root cause: Thermal degradation of paraffin wax charge after 1,500 operating hours"
8D-2025-0006,TR-HYD-021,PT-HOSE-HYD,FM-HOSE-HYD-03,2025-02-13,7800,4,2650,VALIDATION_TEST,EF-07,7,Outer cover gouging from 3-point hitch sway link pinch recurred on Steering Cylinder High-Pressure Flex Hose. Root cause: Insufficient clearance during extreme hitch lateral sway movement
8D-2025-0007,TR-AC-011,PT-HOSE-REFRIG,FM-HOSE-REFRIG-01,2025-02-17,3200,16,950,END_OF_LINE_TEST,EF-10,6,Refrigerant leakage at aluminum crimp fitting collar observed on HVAC Refrigerant Suction Hose Assembly. Root cause: Axial fretting between ferrule crimp and rubber barrier under engine shake
8D-2025-0008,TR-LEG-CP-981,PT-COUPLING,FM-COUPLING-03,2025-03-16,7400,15,3650,DEALER_SERVICE,EF-08,7,"Dust cap loss leading to contamination ingress at the coupler observed on Implement Coupler (Program T5, retired 2021). Root cause: Tether fatigue fracture allowing the cap to be lost in the field"
8D-2025-0009,TR-ELE-045,PT-HOSE-HOTGAS,FM-HOSE-HOTGAS-01,2025-03-22,4600,5,750,VALIDATION_TEST,EF-04,10,Carbon buildup restriction inside PTFE tube lumen observed on Air Compressor Discharge Stainless Steel Braided Tube. Root cause: Compressor oil carryover coking under extreme 220°C discharge heat
8D-2025-0010,TR-ELE-042,PT-CONDUIT-ELEC,FM-CONDUIT-ELEC-01,2025-04-13,4200,8,1300,END_OF_LINE_TEST,EF-09,9,Conduit melting & wire insulation short circuit to ground observed on Main Engine Wiring Harness Flexible Conduit. Root cause: Conduit sagging onto exhaust manifold heat shield
8D-2025-0011,TR-HYD-026,PT-HOSE-HYD,FM-HOSE-HYD-03,2025-05-20,3300,16,900,VALIDATION_TEST,EF-07,7,Outer cover gouging from 3-point hitch sway link pinch observed on Rear 3-Point Hitch Implement Cylinder Hose. Root cause: Insufficient clearance during extreme hitch lateral sway movement
8D-2025-0012,TR-HYD-026,PT-HOSE-HYD,FM-HOSE-HYD-03,2025-05-22,3000,15,2900,VALIDATION_TEST,EF-07,7,Outer cover gouging from 3-point hitch sway link pinch observed on Rear 3-Point Hitch Implement Cylinder Hose. Root cause: Insufficient clearance during extreme hitch lateral sway movement
8D-2025-0013,TR-ELE-045,PT-HOSE-HOTGAS,FM-HOSE-HOTGAS-01,2025-05-26,7100,7,3100,VALIDATION_TEST,EF-04,10,Carbon buildup restriction inside PTFE tube lumen observed on Air Compressor Discharge Stainless Steel Braided Tube. Root cause: Compressor oil carryover coking under extreme 220°C discharge heat
8D-2025-0014,TR-FL-002,PT-SEAL,FM-SEAL-04,2025-05-26,3900,8,2050,DEALER_SERVICE,EF-02,7,Seal chemical swell from incorrect service fluid recurred on Shutoff Valve Assembly & Mounting. Root cause: Field top-up with non-approved fluid attacking the elastomer compound
8D-2025-0015,TR-HYD-029,PT-HOSE-HYD,FM-HOSE-HYD-04,2025-05-28,3500,4,1250,END_OF_LINE_TEST,EF-16,6,Steering drift due to air entrapment in pilot line observed on Electro-Hydraulic Steering Pilot Sensor Line. Root cause: High compliance in micro-bore tube expanding under pilot pressure
8D-2025-0016,TR-ELE-041,PT-TUBE-PNEUMATIC,FM-TUBE-PNEUMATIC-01,2025-06-02,4600,5,1600,END_OF_LINE_TEST,EF-04,10,Kinking and trailer brake locking during sharp turn observed on Trailer Pneumatic Brake Supply Line. Root cause: Inadequate bend radius allowance at cab rear articulation joint
8D-2025-0017,TR-HYD-025,PT-HOSE-HYD,FM-HOSE-HYD-02,2025-06-02,6700,7,3350,VALIDATION_TEST,EF-03,9,Hose collapse & oil cavitation under cold start suction observed on Low-Pressure Hydraulic Oil Return Hose. Root cause: Vacuum collapse of inner rubber tube when fluid viscosity is high at -20°C
8D-2025-0018,TR-FL-005,PT-BRACKET,FM-BRACKET-01,2025-06-07,8800,44,750,END_OF_LINE_TEST,EF-06,8,Resonant fatigue fracture along primary mounting lug fillet observed on Fuel Filter Cast Structural Bracket. Root cause: First bending mode vibration (145 Hz) matching diesel engine firing frequency
8D-2025-0019,TR-LEG-CD-997,PT-CONDUIT-ELEC,FM-CONDUIT-ELEC-02,2025-06-13,1200,2,300,END_OF_LINE_TEST,EF-09,9,"Sleeve end fraying exposing conductors to abrasion observed on Chassis Harness Conduit (Program T5, retired 2021). Root cause: Cut sleeve end left untreated at the harness breakout"
8D-2025-0020,TR-AC-020,PT-VALVE-SOLENOID,FM-VALVE-SOLENOID-01,2025-06-28,8100,4,600,END_OF_LINE_TEST,EF-09,9,Solenoid coil short circuit under high humidity washdown observed on Compressor Variable Displacement Solenoid Valve. Root cause: High-pressure power washer intrusion past connector seal
8D-2025-0021,TR-LEG-ST-931,PT-BRACKET,FM-BRACKET-08,2025-07-16,8500,42,2350,DEALER_SERVICE,EF-06,8,"Weld seam cracking in the heat affected zone observed on Cab Mount Bracket (Program T5, retired 2020). Root cause: Undercut at the weld toe acting as a crack initiation site under cyclic load"
8D-2025-0022,TR-AC-013,PT-BRACKET,FM-BRACKET-02,2025-08-12,7800,16,2250,END_OF_LINE_TEST,EF-06,8,Brittle fatigue fracture at lower compressor bolt eyelet observed on AC Compressor Cast Iron Mount Bracket. Root cause: Casting shrinkage porosity combined with cantilevered belt tension load
8D-2025-0023,TR-AC-018,PT-VALVE-MECH,FM-VALVE-MECH-03,2025-08-19,4500,4,3650,VALIDATION_TEST,EF-10,6,Schrader valve core leak following dealership servicing observed on High-Pressure Service Port Valve Cap & Core. Root cause: Dirt ingress into valve seat during field servicing without protective dust cap
8D-2025-0024,TR-LEG-EN-911,PT-HOSE-COOLANT,FM-HOSE-COOLANT-06,2025-08-27,3400,17,1500,DEALER_SERVICE,EF-05,8,"Hose burst at clamp interface after cover ageing observed on Radiator Hose (Program T5, retired 2021). Root cause: Cover ozone cracking reducing wall section under clamp compression"
8D-2025-0025,TR-ENG-032,PT-HOSE-COOLANT,FM-HOSE-COOLANT-04,2025-09-07,7800,8,750,VALIDATION_TEST,EF-02,7,Oil blistering and outer cover delamination recurred on Radiator Lower Suction Coolant Hose. Root cause: Transmission fluid additives (sulfur-phosphorus EP) swelling inner rubber
8D-2025-0026,TR-ELE-044,PT-SEAL,FM-SEAL-02,2025-09-13,7900,40,3400,VALIDATION_TEST,EF-06,8,Boot tearing and starter corrosion failure observed on Starter Motor Solenoid Protective Boot. Root cause: Tearing during assembly due to sharp edges on terminal lug
8D-2025-0027,TR-ELE-042,PT-CONDUIT-ELEC,FM-CONDUIT-ELEC-01,2025-09-20,5700,11,3550,END_OF_LINE_TEST,EF-09,9,Conduit melting & wire insulation short circuit to ground observed on Main Engine Wiring Harness Flexible Conduit. Root cause: Conduit sagging onto exhaust manifold heat shield
8D-2025-0028,TR-ELE-044,PT-SEAL,FM-SEAL-01,2025-09-28,3700,4,2850,VALIDATION_TEST,EF-10,6,Seal extrusion and permanent compression set loss recurred on Starter Motor Solenoid Protective Boot. Root cause: Engine compartment heat soak exceeding 135°C after engine shutdown
8D-2025-0029,TR-ENG-036,PT-HOSE-COOLANT,FM-HOSE-COOLANT-05,2025-10-06,2900,6,3100,VALIDATION_TEST,EF-14,7,Hose hardening & brittle snapping when touched during maintenance recurred on Transmission Oil Cooler Heat Exchanger Hose. Root cause: Exhaust heat radiation exceeding 180°C continuous silicone thermal limit
8D-2025-0030,TR-ELE-048,PT-SEAL,FM-SEAL-01,2025-10-10,5900,30,2150,VALIDATION_TEST,EF-10,6,Seal extrusion and permanent compression set loss recurred on Cab Floor Frame Wire Harness Pass-Through Grommet. Root cause: Engine compartment heat soak exceeding 135°C after engine shutdown
8D-2025-0031,TR-ENG-040,FAM-FLOW-CONTROL,FM-FLOW-CONTROL-02,2025-10-12,7300,7,1550,DEALER_SERVICE,EF-15,5,Actuation seizure after long dormancy in cold climates recurred on Engine Block Coolant Drain Valve Cock. Root cause: Condensate freezing around the spool with no drainage path
8D-2025-0032,TR-LEG-GN-801,FAM-FLEX-ROUTING,FM-FLEX-ROUTING-02,2025-10-15,1800,9,1400,END_OF_LINE_TEST,EF-02,7,"Chafing wear-through against adjacent structure observed on Multiple flexible lines (Programs T4-T6, recurring). Root cause: Line contacting a frame member or bracket edge with no separation clip or sleeve"
